Date,Open,High,Low,Close,Volume
2020-03-31,111.95942459383016,103.35502749329544,137.84395904249988,130.6047160044668,4352252
2020-04-01,171.3244787222995,104.10830076241359,155.11392276916138,141.79800824780585,4732839
2020-04-02,176.07850486168974,190.4860616725624,119.12502421301893,150.83714165529005,2038896
2020-04-03,156.12771975694963,139.62097055523893,109.75272177099494,121.66507056565882,4297606
2020-04-04,177.09671799545612,113.97665639170732,138.68833251869813,107.6320507213124,3828032
2020-04-05,149.37955963643907,157.44675860602848,127.10198394273554,162.1682046685796,2574623
2020-04-06,152.2732829381994,184.6992908408472,151.28389174434156,126.74936085642813,3878604
2020-04-07,142.75410183585495,123.74031302465275,98.1621368813234,158.93620435648734,4580893
2020-04-08,102.54191267440952,168.51795234009003,192.3114548049475,111.97989868016225,1133554
2020-04-09,110.78914269933044,109.38822114931448,193.5521281703583,147.92541120402993,4956602
2020-04-10,103.14291856867342,105.68498932854685,163.30697997207324,153.58483758067445,3548434
2020-04-11,163.64104112637804,158.44900947249627,146.29011846613264,100.70058905046696,4239229
2020-04-12,131.43559810763267,159.46986337711172,122.50039971006441,132.02647060133125,1264223
2020-04-13,150.85706911647029,170.11728916480274,175.44847706922963,109.78561446328717,2968797
2020-04-14,190.7566473926093,179.87004670949278,161.89677311815734,101.97124675200445,2108252
2020-04-15,124.92922291488749,207.34372874087882,107.07477863121359,203.895625562894,2790380
2020-04-16,141.03829230356297,156.7930383131315,185.64735437185345,130.45892294721952,4319260
2020-04-17,175.55511385430486,135.52521202353705,176.36641050693274,184.0861890440098,2663261
2020-04-18,122.87981654916224,187.47048142455742,189.72899089565203,123.01047202401402,3694287
2020-04-19,107.6979909828793,129.79154763882815,166.2005483807778,169.96529944463222,2666471
2020-04-20,128.9751452913768,148.28685627761996,154.40859557325794,178.62506458786552,3317330
2020-04-21,116.12212872540044,108.63020194764925,133.91551881051498,160.52026146686288,2198097
2020-04-22,192.9697652342573,102.78858177570032,187.93649075217138,146.8733807405174,1426752
2020-04-23,180.8120379564417,205.89132561457177,180.93670839754287,140.30250055619953,1588365
2020-04-24,163.34037565104234,191.95781325634266,94.7479603611499,133.37550931972947,1824690
2020-04-25,187.14605901877178,176.55716267030678,92.76853232221146,197.24820586726082,1703662
2020-04-26,180.36720768991145,144.98482388556968,129.5286535221952,186.36813485665022,2305585
2020-04-27,118.65700588860358,119.06237520779304,175.10809973209246,201.1529601733164,2186293
2020-04-28,189.25589984899779,117.20807469381947,193.66399357806915,108.67269458340992,2430491
2020-04-29,153.93422419156508,127.52671879810549,105.79377356587045,175.39542227240088,3659440
2020-04-30,180.74401551640625,160.41493311767326,152.38372511197417,198.21745025031416,2599601
2020-05-01,189.60912999234932,178.60555149700684,129.99353994625727,114.93563727822261,4943645
2020-05-02,131.80034749718638,172.62171143895046,191.84101177053333,102.31458941034552,1300709
2020-05-03,111.00519245276767,130.7927286640537,178.42248692924943,176.5232714219065,4040178
2020-05-04,122.79351625419417,205.03518087295134,178.02451399466946,158.1920424497903,2900163
2020-05-05,142.71077886262563,181.16866083653454,139.21278177847188,187.6011654434099,2234816
2020-05-06,181.80147659224932,160.97894577625408,133.55604774545483,110.37496142889185,2625351
2020-05-07,186.07305832563435,167.28928208577875,118.70774255272416,182.47940430458792,2964956
2020-05-08,100.69521305311908,146.15600686705687,95.91942714834735,117.1790052052519,2323062
2020-05-09,151.07473025775658,127.25040884512732,180.7958495067806,113.0021537152275,4448678
2020-05-10,141.74110031487788,139.15699465163877,175.35460595865814,113.06923777240922,2359490
2020-05-11,122.21078104707303,183.3630721510806,194.9703556950437,184.60321922545205,2127199
2020-05-12,111.98653673336828,101.58328374927315,194.64686789276007,168.171694276582,4511049
2020-05-13,133.7615171403628,112.76799045576078,148.32032908827588,152.53719672460312,2017289
2020-05-14,194.2909703912519,105.0602906223928,170.7436785939536,134.47135325358528,2910637
2020-05-15,132.32029320207553,104.48016825508671,189.20040163765495,191.4920594894419,1907425
2020-05-16,151.8790621743366,194.10066424121078,179.2129760211282,138.16896181648988,3280827
2020-05-17,170.30189588951777,177.40236453180262,115.97155068303576,184.8259383418735,2785910
2020-05-18,136.3629602379294,152.15912119960578,137.3071342075598,143.30483994272402,4775963
2020-05-19,197.17820827209607,110.76175767161016,103.56173859090697,136.46388723673982,4958559
2020-05-20,196.24472949421113,154.07774626285158,190.17535786216587,145.8947764236567,1652465
2020-05-21,125.17822958253642,152.08189478586223,153.6483366173424,128.15156615805563,4362182
2020-05-22,149.72485058923854,119.05220569010167,114.00749457786358,177.23703181938762,4095900
2020-05-23,130.08783098167697,147.72368141617704,160.52857186261497,150.29924291017272,4255303
2020-05-24,128.48404943774676,143.83552078371108,154.90346524807904,120.5433964661499,4130176
2020-05-25,103.68869473545328,167.7435107857438,127.60708539344824,193.95320306020253,2256182
2020-05-26,160.95643339798968,169.86030159544083,101.92354718096105,137.22803435105325,3602967
2020-05-27,150.26790232288616,104.9834410749249,160.51518553724395,154.79081472253876,4438550
2020-05-28,105.14787512499893,141.20738760891183,144.6323085948983,194.71193220610016,1076218
2020-05-29,127.86464642366114,168.844590728566,171.09343113224213,163.66617955053914,3684670
2020-05-30,190.82658859666537,155.34498844380965,144.6171676167593,107.85878447792005,1770044
2020-05-31,123.95618906669725,194.21388253071547,179.4790575334467,198.38153359748225,2384775
2020-06-01,114.4894872091223,172.45629947808396,147.950218071321,164.04788583785597,3546741
2020-06-02,148.9452760277563,117.92278697895726,148.89848701121556,131.83961761227948,2735416
2020-06-03,198.56504541106005,107.76256221404728,182.04862827912623,110.3199279929726,1478446
2020-06-04,124.20552715115004,170.66612060269472,132.3657009523017,182.34277081973255,1462052
2020-06-05,167.21355474058785,102.9162441595784,104.07159898731727,163.20800315213648,4480130
2020-06-06,176.16196153287177,164.43531394008096,93.02218101290059,153.68072011739537,4185714
2020-06-07,123.76375439923997,203.42532655674535,169.28941184573,193.32818413560534,2728096
2020-06-08,172.82163486118594,163.3021595663467,155.1325028921138,181.74569323469836,1347739
2020-06-09,136.77831327192533,142.6986918827174,163.92837565041847,111.68423677060264,4771374
2020-06-10,163.23058305935794,170.76170402865887,112.36123695843563,129.2894274575103,1472327
2020-06-11,163.35297107608946,150.40781795406684,104.31900493661082,122.33380537959124,4472801
2020-06-12,153.57746840747586,160.01784682475284,91.5271898951276,176.83409218299448,3694946
2020-06-13,109.02897700544082,203.56112896541777,126.81169367469269,98.68856782093573,1034911
2020-06-14,183.5302495589238,142.47129015808517,151.94135711973647,157.68786533584483,2922135
2020-06-15,132.0780064971736,205.73096202063056,131.1856247354719,178.87045543147596,3522189
2020-06-16,118.65185103998542,199.58857061516701,135.93486681249155,191.44422004379243,3827551
2020-06-17,104.0775141554764,121.5370248268226,184.93666292184358,132.62899235874983,1978039
2020-06-18,159.0892943188242,107.6297430962682,126.56682403744654,185.3383035139214,1899885
2020-06-19,167.75643618422822,111.08558015151694,143.96889636178014,107.16949106507279,1608746
2020-06-20,101.65878289278561,102.00440082167047,172.28356633782002,188.109752090797,4157903
2020-06-21,151.2093058299281,110.38872568315213,131.63699214373338,109.02375285651806,4002819
2020-06-22,122.6495775197938,175.13074507579927,155.3191035239267,138.7016019616404,1316915
2020-06-23,164.51727904094497,107.83075133062519,180.54818941840824,182.7024902357509,1499876
2020-06-24,117.43664290049915,135.08731933231374,189.69966548405242,111.49091700836512,2962165
2020-06-25,169.0937738102466,192.93628420663998,105.44271549754899,120.21765347559057,4791316
2020-06-26,138.67353463005372,102.55991293094084,187.2917006419569,174.4477825232373,1611213
2020-06-27,193.67299887367346,189.59153308478295,141.6722107733515,174.2040190200682,1768734
2020-06-28,113.75209441459933,131.004025225074,117.11566077139062,165.5262396173827,4212086
2020-06-29,134.10663510502584,112.99813103838218,138.20925440501745,171.334328891381,4556271
2020-06-30,111.34735212405892,176.64108819005656,192.9034204049751,154.69968876823557,1047057
2020-07-01,192.4693618278563,169.18371314578724,141.72489986925132,122.69789647976481,2316870
2020-07-02,187.7339353380981,196.52192148797582,124.51891908018837,133.02655928543115,2839433
2020-07-03,125.79416277151556,180.8578148184274,156.5070897032562,114.97574884815683,3351878
2020-07-04,165.9984046034179,188.38290234233335,115.21528997171028,194.9295617466991,3375328
2020-07-05,181.7222200201216,131.0238029828437,97.96564945140972,159.17309742427324,4672214
2020-07-06,155.52008115994624,119.51834981576951,103.53237080061817,139.09365584400038,3026580
2020-07-07,152.96505783560065,182.56762268049442,103.4448130905661,145.8206384008546,1708754
2020-07-08,124.18522909004517,188.75182131939903,105.94978281879091,199.20116735729968,4034735
2020-07-09,109.31027678058992,208.95556562007408,104.57685312818806,111.86865434276882,4313020
2020-07-10,189.72157579533268,145.3879444602569,157.29184820433753,159.4852815218477,3007954
2020-07-11,190.04180571633304,140.92198943720615,109.09740886191021,150.64775467729126,1144931
2020-07-12,163.31014572732678,185.40542568161965,126.29506474900563,162.25996589781124,2492252
2020-07-13,133.90297910487007,137.48838942783198,184.16278304013125,96.99212022029245,3259643
2020-07-14,134.92095746126608,202.38330581639212,139.7659722276016,190.93362998385666,4526737
2020-07-15,172.59556788702395,194.4254027027313,160.09356254470785,197.53301107319737,1401921
2020-07-16,189.71102599525773,147.18934301125202,108.09358647617114,157.164650194813,3008960
2020-07-17,188.70864242651174,182.5958174570647,110.19034697491043,171.63159062645815,1260910
2020-07-18,177.98755458576238,182.99971614931508,94.29120470798028,196.47493192950253,4168964
